岗位名称,岗位详情地址,薪资,公司名称,工作地点,经验要求,学历要求,岗位描述,公司融资情况,公司人数,公司行业,福利待遇
高级数据开发工程师,https://www.zhipin.com/job_detail/56c3fb8339b34cae1X1y2ty-FFRQ.html?lid=4GkeEM6LGcU.search.58&securityId=6aZA35-6C21NJ-U1KnMR8_NMK9UIvLDIO_Re4Gs1MUZOtHE9M_GrWL9pCQ6LIpd2IAJRMrbH4kXxoFKMJuvKeaOpUOy6Mi4FdwHsVD8vsxvNCnC_cw~~&sessionId=,8-11K·13薪,欣贺股份有限公司,厦门,1-3年,大专,大数据开发经验,已上市,1000-9999人,服装/纺织/皮革,交通补助 节日福利 团建聚餐 餐补 员工旅游 带薪年假 全勤奖 节假日加班费 加班补助 绩效奖金 年终奖 定期体检 五险一金 内购福利
服装商品数据分析,https://www.zhipin.com/job_detail/5b46688196b002b31HR_29-4EldW.html?lid=4GkeEM6LGcU.search.59&securityId=KRhL_GBJuncE6-I1lraSFNI3dYYRNplP2yOvvbZsgDYxbP_a9t1ERqT-vALJZKzWLiJc0gv4RVYOtLNqMT_Eu0y5FzoHv0nu-11KwMFzws8QFXCcjqM~&sessionId=,6-8K,成风之斫,厦门,经验不限,大专,计算机相关专业 数据分析/挖掘经验 电商/零售行业数据相关经验 连锁品牌商品管理,未融资,100-499人,批发/零售,生日福利 节日福利 有无线网 团建聚餐 全勤奖
数据分析师,https://www.zhipin.com/job_detail/9ba621b12b3d3e0d1Xxy2di9FVdS.html?lid=4GkeEM6LGcU.search.60&securityId=cXbHcYj7ljsEy-N1hrpEM1HTjh7Vx-jhGkhOK352WvY-DkpMOJz7jVC7QWISpui0-72H_Y_6xH72mD45HJlqDDMo_n3UEPdol_csO-BH_T4kcmKlCxQ~&sessionId=,8-13K·13薪,欣维发,厦门,3-5年,大专,数学/统计相关专业 数据分析/挖掘经验,未融资,100-499人,电子商务,五险一金 定期体检 年终奖 带薪年假 节日福利 落户
中级数据分析师,https://www.zhipin.com/job_detail/3dd8124e96a4ae1d1X162d-7FFVS.html?lid=4GkeEM6LGcU.search.61&securityId=jUlFBu75mkcNO-R1dSUD_EGU8qQChApzjhJ5hzSyp-6fGRo639rLmxpdbQoqzZYwzLfHsqo3swlSLBhd3yskZV4ziCpEi6Zm2i5uM2pZh_3r290UnDosvF1-iTgt0Nt5Pez_I8dgZ-92S2LsjmCyHQ~~&sessionId=,10-15K,活石泉进出口,厦门,1-3年,本科,SQL Python Power BI,不需要融资,100-499人,批发/零售,五险一金 年终奖 带薪年假 餐补 生日福利 节日福利 团建聚餐 全勤奖 绩效奖金
数据挖掘工程师,https://www.zhipin.com/job_detail/7d3e6c3894444a0f1XJ50t29FlJQ.html?lid=4GkeEM6LGcU.search.62&securityId=DVykTEclmc37d-x15M26fJXYFl0W47UMoLVtpzhggzweDlixmKbgMYeU7t5HLnjhkHD1RTyBOhX88ud2a9RPcRlq6aheaLenVvAaV5eKaipf6PjHEQ~~&sessionId=,12-20K·15薪,用友烟草,厦门,3-5年,本科,数学/统计相关专业 计算机相关专业 大数据处理经验 算法 数据挖掘,不需要融资,500-999人,计算机软件,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 节日福利 零食下午茶 生日福利 高温补贴 有无线网 团建聚餐 意外险 不打卡的考勤
数据运营,https://www.zhipin.com/job_detail/cdedaa61f17cd56c1XN82N--GFdU.html?lid=4GkeEM6LGcU.search.63&securityId=9gvNBWSL0NB1i-w11-NHTmGVbH9UI8568yF9Zlw9dHtMUrRsaD8zWg-8ilVToXQkDw6O8wzLadKBwd8TNm05TD1AmlxhqtK-wBx35loWpEvFTeBvcjI~&sessionId=,9-14K,光媒科技,厦门,1-3年,大专,业务数据分析 业务模式/运营策略优化 投放数据分析 广告数据 投放变现 广告,未融资,20-99人,互联网,生日福利 节日福利 零食下午茶 餐补 带薪年假 夜班补助 加班补助 年终奖 定期体检 五险一金
数据可视化设计师,https://www.zhipin.com/job_detail/c0720300f555460d1Xx509S8EFtW.html?lid=4GkeEM6LGcU.search.64&securityId=-INf5YYpDB-wW-A17mfUdxG6YiJUIVyKipPH4MYO5nHZgzCC1zJaJjGoRQOngugPyth_DMvmYuqSE74PBJL7vFWB6fzUm7VSYVqeK7f1p3AryaTccCS4&sessionId=,5-10K·13薪,数智锋创,厦门,1-3年,大专,交互设计 原型设计 视觉设计 三维设计 动效设计 切图和标注 界面设计 AI SketchUp U3D,未融资,0-20人,互联网,交通补助 生日福利 节日福利 全勤奖 节假日加班费 加班补助 年终奖 定期体检 意外险
数据信息员,https://www.zhipin.com/job_detail/6a8e8f99e2dde3091Xx-29y6GVJQ.html?lid=4GkeEM6LGcU.search.65&securityId=8iiqyESZC2JXs-11tXQu1cvMFOXcoGTmbKS1PnkHgv6580FEuSiy9nUUZAUTCHtCk_m6ngEMlZh6a_DoUr0X8e39BsnXsPGJBVUh--aF7eoEzcwP6YRY&sessionId=,4-9K,天成合力投资,厦门,经验不限,本科,SQL Python R 计算机相关专业 经济/工商管理相关专业 数据分析/挖掘经验,未融资,0-20人,投资/融资,有无线网 团建聚餐 零食下午茶 带薪年假 底薪加提成 五险
大数据模型研究工程师,https://www.zhipin.com/job_detail/e38e557014d60acb1HR72Nm8FVVW.html?lid=4GkeEM6LGcU.search.66&securityId=GAQ86ginFkBZo--1NZKdj7fcmwbrEHWc1YWWrMxkDqVCrpTuZ9GToe-iKT2Ijc-4fU4s_qojc437lYrK_BQ8EzaTIOhTSBT7LUA9RVzwydKDe3XO8A~~&sessionId=,25-40K·13薪,立林科技,厦门,1-3年,博士,Python R,不需要融资,1000-9999人,智能硬件,五险一金 定期体检 加班补助 年终奖 带薪年假 员工旅游 免费班车 包吃 节日福利
大数据开发工程师（base 福州）,https://www.zhipin.com/job_detail/8b9e2c6c5666ca9c1XFz3du_FVFQ.html?lid=4GkeEM6LGcU.search.67&securityId=8I08HA8ylObLm-o18y3WB7lKpgmkfJ7DeDwJOSdKdekUGMAE1F8EAmMADVh6Hj2rNyf2iJhVrMygTYWi7O7fSjpiCfEMhdHkrKsv3pfjoAZv0bn_ZHg~&sessionId=,15-25K·14薪,朴朴科技,厦门,经验不限,学历不限,Kafka Flink Spark,C轮,500-999人,互联网,五险一金 年终奖 股票期权 带薪年假 餐补 节日福利 健康体检 团建经费
CTO（大数据/AI） 国防/军工/政企,https://www.zhipin.com/job_detail/23d96ee39241537d1X190920FFtY.html?lid=4GkeEM6LGcU.search.69&securityId=sQoMYAzUIqiyB-u1Bc2HgfPnZg3u42Klfg_dk089ELW_ghzVhbgdKxBrB7ErqzjfChTCBZhos9UNkDGnrk59A2qTJpfCqQZ3FCNB8RIWkLERGRZN&sessionId=,70-100K·15薪,某大型计算机软件公司,厦门,5-10年,博士,大数据 AI 研发管理 国防/金融/大政企,,,,政策护航 人才发展 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 股票期权 年终奖 五险一金
数据工程师,https://www.zhipin.com/job_detail/def4fb21207c28e81Hd82dW8FVM~.html?lid=4GkeEM6LGcU.search.70&securityId=tW6EwsLWthgBp-U1ucGeYkp0E5iaurY6bJMpZilUUc3Rh9gpd8dMRnTveVoxlq11FPeRwxXw5w7lDoNTfzGeXuqRtvBAxBkHBLmuMWQ9qTp-tQ~~&sessionId=,8-13K,明源云,厦门,1年以内,大专,数据分析 数据库 数据挖掘,已上市,1000-9999人,计算机软件,交通补助 生日福利 节日福利 通讯补贴 免费班车 团建聚餐 零食下午茶 员工旅游 带薪年假 股票期权 底薪加提成 年终奖 定期体检 意外险 补充医疗保险 五险一金 免费协会活动 电脑补贴 通勤补贴
市场数据收集专员,https://www.zhipin.com/job_detail/2c87d3527e5cd5f51Xd82ti4EFNV.html?lid=4GkeEM6LGcU.search.71&securityId=8HvU0EIoPZOag-v1gYowPnel0tgqHYCO_HhTTyXkg7_PPsY6Zrf29678r04Qm-5tEZeAuSS3uimUyiik2K1ejfmBkZDdPjX-U9kctZKyZBXm3dBUKhl9&sessionId=,6-11K·14薪,海益建材,厦门,经验不限,学历不限,Python SQL Excel,未融资,500-999人,家具/家电/家居,生日福利 节日福利 高温补贴 免费班车 有无线网 宿舍有空调 包住 团建聚餐 包吃 员工旅游 带薪年假 法定节假日三薪 节假日加班费 保底工资 绩效奖金 年终奖 意外险 补充医疗保险 五险一金 包住
数据专员,https://www.zhipin.com/job_detail/2e4ccf2de7740d3f1HR42ty0GFBV.html?lid=4GkeEM6LGcU.search.72&securityId=bmA4p3ZodOwmW-l1vqQQYMI_NyBYoT3-WCW1bNcuAbvHX4uJR-X_ZlJRYfECowFkMfTdxFiM_ylkGe9zCCnrKDgoYCNXs4bdpG4WqfFAjeuO0nv3wyoA&sessionId=,20-21K,某投资公司,厦门,1-3年,本科,Python SQL 数学/统计相关专业 计算机相关专业 金融行业数据相关经验,,,,
商品数据分析师（福利待遇好）,https://www.zhipin.com/job_detail/1e894607e409e9ab1X1z3d2-E1NV.html?lid=4GkeEM6LGcU.search.73&securityId=m8l005f0T8TMI-q1jgRmPdB_PfQpfg-BgJiA5ZlJmXm1kpWeLfB1QbinVxwIk62slrwlB1wRry_pAYOpDHyJdQoDw_0gSSlay3zbH3U19xxxzJZ6CR0~&sessionId=,11-20K,魔角兽,厦门,1-3年,本科,数学/统计相关专业 数据分析/挖掘经验 电商/零售行业数据相关经验,未融资,100-499人,电子商务,五险一金 补充医疗保险 年终奖 股票期权 带薪年假 员工旅游 节日福利
数据运营,https://www.zhipin.com/job_detail/fe42ec07ea2a72a61XRz2t6_ElJY.html?lid=4GkeEM6LGcU.search.74&securityId=KTwbrC2ZGVTEj-y1KU5aRmh4BviPVUX3W4E6ZuRNWjc-sD4cz7_O-4_aLKhhyTDw-KSmLR-g8XwrTuUonoP7tKrWvImjAaUrpHBVVd3IMpp0ORqctuoN&sessionId=,2-7K,鸿波传媒工作室,厦门,经验不限,学历不限,电商 大数据,,20-99人,媒体,
上官招聘数据分析运营,https://www.zhipin.com/job_detail/0e489cd93eb8f8ee1HR-2ty1FVVR.html?lid=4GkeEM6LGcU.search.75&securityId=DDkwrVYzciimU-_1RFCGnG8K3UFS29G04c6dKh_ASw_bv3mQ5xTAmH04Vi5rBaltdIUzkBQG_g1UJPz2PiuTCz9N4hHGFUdrX0pB6Y8nMrc8x4o7Hg~~&sessionId=,7-12K,上官,厦门,1-3年,大专,统计/数学相关专业 计算机相关专业 零售行业,未融资,100-499人,餐饮,通讯补贴 员工旅游 全勤奖 工龄奖 法定节假日三薪 年终奖 五险一金 五险
数据治理工程师,https://www.zhipin.com/job_detail/23d1fbc57e879f7e1X1_2tu6FFZV.html?lid=4GkeEM6LGcU.search.76&securityId=GpPNJbAU1d5XZ-t1doIH_SBMWGuy-vhSPd7hZJEoEQnARKgWcreG2r2yj29GE9kf0BqzGbX6Bwu67rme2QZfhuS3kqs3hfaA2mmaS64h76_UXYfj&sessionId=,10-15K·13薪,国科科技,厦门,3-5年,大专,SQL Hive Spark 计算机相关专业 大数据开发经验,B轮,1000-9999人,计算机软件,五险一金 定期体检 全勤奖 年终奖 股票期权 带薪年假 员工旅游 节日福利 生日礼金 职业培训 团建经费
【工资现结】投流数据无责底薪 4000 招销售,https://www.zhipin.com/job_detail/c69bd8691348e1fb1HR72dS_EFpZ.html?lid=4GkeEM6LGcU.search.77&securityId=tNDtVGkf4kFwV-c1ii3XS0l9X0UUky9UHsm-yQED0iw98Nu93a5uglMMT5csbcJcuCtIRa1oGEwSfsYau1fFDdOhQoz5uNSs6PnDJn37t5mQ680YIn0~&sessionId=,5-10K,汇抖云,厦门,1-3年,学历不限,企业（To B） 对企业/机构（To B）销售经验 电话销售经验 网络营销经验 互联网/科技 软件/企业服务产品 电话销售 网络销售 不接受居家办公,未融资,100-499人,互联网,雪乡一周游 生日福利 节日福利 通讯补贴 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 底薪加提成 保底工资 绩效奖金 年终奖 五险一金
数据分析员,https://www.zhipin.com/job_detail/180b69cfd92e893c1XN829u5ElBR.html?lid=4GkeEM6LGcU.search.78&securityId=I1cGwuXG4PSx2-I1CWIGGIli7jiw7PtgOyX0QCEaso9UGT5Rw2xQZp_NtJc0h0pslpzVIk1Ogn-PwfMMFcuvASNOtSb8evs-hmL0I_XEYe6iKuty3q7e&sessionId=,4-6K,星佰联,厦门,经验不限,大专,风控相关经验 数据分析/挖掘经验 计算机相关专业 舆情分析 文职类 文学类专业,未融资,20-99人,移动互联网,通讯补贴 员工旅游 带薪年假 年终奖 五险一金
数据分析经理,https://www.zhipin.com/job_detail/e72eaffd852968e61Xx829-8FFRV.html?lid=4GkeEM6LGcU.search.79&securityId=2mu6y1lolPe49-c1VqE_uZNL0_TKm2YgAU8hzv64vp6hm9AYcEPzxGUE7FY90NxxfTJLwLpmqGYOj2Ilf0Q62PvjHiGs7IvXOYzeo9sVpS-sTVpTSaAw&sessionId=,15-20K,俪妃,厦门,3-5年,本科,SQL Python 数据分析/挖掘经验 计算机相关专业 数学/统计相关专业 数据分析经理 互联网,不需要融资,1000-9999人,医疗健康,
数据分析师,https://www.zhipin.com/job_detail/79d20e19f31d1a441HR43N25GFpZ.html?lid=4GkeEM6LGcU.search.80&securityId=LtLh7o59MqHXt-n1MvNmik_L_8gAdUgH-x3FpillzIyW2_Grln0nPJQ8onVjAvWtRWdkGTa6afa2o0kB4m2bauUXEJOPekZaZe25fNkwv-MJUZjT2Yo~&sessionId=,5-7K,厦门方特设计院,厦门,1-3年,大专,电商/零售行业数据相关经验,未融资,100-499人,建筑设计,节日福利 免费班车 带薪年假 年终奖 定期体检 五险一金 主题乐园免费 免费住宿
数据分析专员,https://www.zhipin.com/job_detail/5f53485ac9ea377e1X1z2N66FlVV.html?lid=4GkeEM6LGcU.search.81&securityId=KAp7aIfH4PGRg-p1TTHMCsRYapGtb8h8KTxqEZdJWupMMGrx5f14r8XKwHPFMnkpl7HempdEhNkDpxhHUQJrVY38JfxcbrLywl8T3tqS5TcRYyXe-SsS&sessionId=,5-10K,厦门市佑禾安创电...,厦门,1-3年,大专,数学/统计相关专业 数据分析/挖掘经验 电商/零售行业数据相关经验,,20-99人,电子商务,团建聚餐 带薪年假 底薪加提成 保底工资 年终奖 意外险
数据分析师,https://www.zhipin.com/job_detail/46a6c10347fdae861nF629u9E1FT.html?lid=4GkeEM6LGcU.search.82&securityId=ewB9sjItFMxfD-d1nJ7QUnuAeEbUtFjcD5xm2fXm_icbXcWlTr-0IsOjkF4sR_InKVcL7pJZZuLAHpT5_slKctA5nWP6Rh2H1bOIBVMorCiy7k7p80o~&sessionId=,6-10K·13薪,金牌厨柜,厦门,1-3年,大专,帆软 定制家居 数据分析 BI,已上市,1000-9999人,建材,五险一金 定期体检 加班补助 全勤奖 年终奖 带薪年假 免费班车 餐补 通讯补贴 交通补助 包吃 节日福利 住房补贴
电话销售,https://www.zhipin.com/job_detail/03c53a457ea753e31X170tq8EFFR.html?lid=4GkeEM6LGcU.search.83&securityId=kHwFkZpBJRedh-_1QjbUzlXWaGOU2BceYJGS2lmMs9EIZOuxOekEd66VsTb1xZlM--VGN0mCdPJgGtpO7NYcfb0vb7qCkCfmoy_cKmOITWkMRLvVCu4m&sessionId=,11-20K,微融助贷,厦门,1年以内,高中,客户邀约 普通话标准 沟通能力强 销售经验,未融资,20-99人,投资/融资,全勤奖 工龄奖 底薪加提成 保底工资 绩效奖金 年终奖 五险一金
数据运营/数据分析师,https://www.zhipin.com/job_detail/016248c7df0aab861HR-3tm8EFNT.html?lid=4GkeEM6LGcU.search.84&securityId=KdhDCOLCcRxb_-E19VNPvUrxtKL6YQEhns9kNpWOcp9z041fSvj9lBV9otBpghrGEwXCfw3V05H0P6nJCYXvynTr1J75FvpBso8dnzp59cdi-GS_XW4~&sessionId=,6-10K,雨果跨境,厦门,1-3年,本科,业务数据分析 数据分析/商业分析经验 SQL 不限,B轮,500-999人,互联网,五险一金 全勤奖 年终奖 员工旅游 交通补助 节日福利 零食下午茶 股票期权 补充医疗保险 多次调薪 多重奖励
数据分析师,https://www.zhipin.com/job_detail/fc3360a4393a8af51XVz3t25E1BY.html?lid=4GkeEM6LGcU.search.85&securityId=9tqmtr9f1rQsL-m19OKKnDQ2t3QiyhsVlLBMnRsO5YO0UpSPkrvdShXxd--PqZHEszuKYWEcDUDXiW5yrG6E14YRzkUsD0pTNxxuCKDkVAlO1hGfwMA~&sessionId=,10-15K·13薪,安踏,厦门,1-3年,本科,SQL,已上市,10000人以上,贸易/进出口,五险一金 补充医疗保险 定期体检 全勤奖 年终奖 带薪年假 员工旅游 免费班车 餐补 通讯补贴 节日福利 零食下午茶
无业绩指标+高薪双休+意向数据+销售顾问,https://www.zhipin.com/job_detail/6547f556658b20cf1HR-29-7FFRY.html?lid=4GkeEM6LGcU.search.86&securityId=rNWTQNnxBzWuQ-d11ksa1dEfdaaYkOSmqjSrHhsKk9XH2x2EfZzop4YUlYNs3CZRqLX0zzVxnRWYBLaJ67o-IhRcYBGkc83eWnxc_2Ed35dWvQMt6kl4AdJghVwEPzomYBE-C7nZwVOtSh4PBXB4dsNN&sessionId=,8-13K,厦门兆一信息科技...,厦门,经验不限,初中及以下,金融产品 电话销售 面销/陌拜,不需要融资,100-499人,投资/融资,生日福利 节日福利 通讯补贴 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 工龄奖 加班补助 底薪加提成 绩效奖金 年终奖 定期体检 补充医疗保险
数据分析师,https://www.zhipin.com/job_detail/4aaf15036e0d70851XBy3tS0FFVV.html?lid=4GkeEM6LGcU.search.87&securityId=6mJPin81WPx5J-W1KHmLBespTeh0p3dJW9o56dSOk_YxWmD8KRVVkhujQdpJNT3ILv1ns4xw1LGf3DnqFcXWmpZTyKarGdmpekzbf57DV7dbLYKD&sessionId=,20-30K·14薪,某大型知名其他行业公司,厦门,3-5年,本科,Python Hive,,,,
数据专员,https://www.zhipin.com/job_detail/5f630267b89369d11HR52Ny6FFtW.html?lid=4GkeEM6LGcU.search.88&securityId=yrMO5cbarPe32-011FKzlv95oCuoVnybKAeEnHjoWual5qoePCWIjRNjb9ur4qu9WSDfMMxiAoAnKEGmLow2HQBLb1e2tTYswwMS6ejrBcTtogGXoUEs&sessionId=,4-7K,厦门海济屹电子商务,厦门,经验不限,大专,业务数据分析 数据分析/商业分析经验 统计/数学相关专业 计算机相关专业,未融资,100-499人,贸易/进出口,交通补助 生日福利 节日福利 有无线网 团建聚餐 零食下午茶 带薪年假 绩效奖金 年终奖 定期体检 五险一金 试用期
产品数据专员,https://www.zhipin.com/job_detail/c29b045a12848c721X162t-1E1NZ.html?lid=4GkeEM6LGcU.search.89&securityId=66NFGNzv4x2je-61iCM58gNZzcFLPesQFNo1vefPUV8LyMnhizz8QK2d49JLWaydKKGjzXEJGaNshoCnO9c3uX9qtpwSomwmXh_11WzI86XHN-1MG9EW&sessionId=,8-13K·14薪,科华数据,厦门,经验不限,本科,标准化 体系,已上市,1000-9999人,数据服务,五险一金 补充医疗保险 定期体检 加班补助 年终奖 股票期权 带薪年假 员工旅游 免费班车 餐补 交通补助 包吃 节日福利 零食下午茶
高级数据分析师,https://www.zhipin.com/job_detail/d347430f77a420521X1z29q4F1JV.html?lid=4GkeEM6LGcU.search.90&securityId=njv7Ms2meuaks-R1cwvG3fepSxItTKFrhsXlYAJFBgRLxs0ZA1H9I2iSIwGILHdtxZXKqenVULrvB8LmA-1h444Vlow_7LSJS8isCS-e7k0myseohg~~&sessionId=,8-10K,鸿星尔克,厦门,1-3年,本科,R SAS SPSS,不需要融资,10000人以上,电子商务,五险一金 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 通讯补贴 节日福利 住房补贴 零食下午茶 生日假
跨境电商数据分析师,https://www.zhipin.com/job_detail/d20fd5c580313e7d1HR_09W1GVdV.html?lid=4GkeEM6LGcU.search.91&securityId=FC7u88tqqNqjB-B1Fje8MNhu53FVCrCp2yO-BPapX4HwdFEFmdD00NqERhpQhQSyAtFAHKF6XmPsPLdfs9uqijvKsIEhfAtkbGJ9t9raYP5RhpQjNZ4~&sessionId=,8-13K·13薪,一圈科技,厦门,1-3年,本科,Python 数学/统计相关专业 数据分析/挖掘经验 电商/零售行业数据相关经验,未融资,20-99人,互联网,生日福利 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 绩效奖金 年终奖 五险一金
IOT数据采集工程师,https://www.zhipin.com/job_detail/641114a035d264e61X1-3N64E1JU.html?lid=4GkeEM6LGcU.search.92&securityId=a1x362APQDYkC-N1xKy6UCxKf6WSVXXQYWI-MjM0w5K7NcL0vqtDhHWCeNeGuChuNGHbZNHKwuSwFEZMlpKXBkK6_eOSSCAnlD18MgAfz5BxSB8MnjA~&sessionId=,15-30K·15薪,海辰储能,厦门,经验不限,本科,IoT,B轮,1000-9999人,新能源,员工活动 礼金和假期 员工生活关怀 员工保障体系 薪酬福利
计划数据助理,https://www.zhipin.com/job_detail/9068ac88409e2c851HR_2tS-EFVV.html?lid=4GkeEM6LGcU.search.93&securityId=OlqiaH5SWBMzo-a1QmKYpwI-VwhE-qORObyySjKERi1kzpcGZZFLfFUDNBI0oTUDSdWBDlFO1ARuhqEjZvxldl2zO-4ZGtZ7M7mlj_yad8yb3SalAg~~&sessionId=,7-8K,强力巨彩,厦门,1-3年,本科,SQL 数学/统计相关专业,不需要融资,1000-9999人,智能硬件,节日福利 免费工装 住房补贴 宿舍有空调 包住 团建聚餐 带薪年假 工龄奖 绩效奖金 年终奖 定期体检 五险一金 包住
数据运营专员,https://www.zhipin.com/job_detail/879230c668510ff61HR_2Nq1EFpX.html?lid=4GkeEM6LGcU.search.94&securityId=gMcwae8BUj93--71qF2NE5nc997X1ktJDvJOTxW9f3D6OnDsjzSUuRpmNMeKJPKoAFw8jWGyN0Z_x7Lmr6tXJ0ssqFKS3Vsyx6Y0rpxe7IAtUcGFNw~~&sessionId=,6-8K,万国投资集团,厦门,1-3年,大专,业务数据分析 竞品分析 数据分析/商业分析经验 统计/数学相关专业 计算机相关专业 金融/经济相关专业 不接受居家办公 Visio MindManager,未融资,1000-9999人,4S店/后市场,五险一金 补充医疗保险 加班补助 年终奖 带薪年假 节日福利 零食下午茶
数据处理工程师,https://www.zhipin.com/job_detail/064d861609be8bb91X162dy0FltS.html?lid=4GkeEM6LGcU.search.95&securityId=IoGHfNPiXDLRk-t1Zt3Sl_C_lqyLBW1OxwnYPElbf_xw4gGg91nxMBLhIDJUfJQ1JObum7fUNSVd0WiO-hyVYXmB6tZ86152vsSGOyzJCV0FG51i&sessionId=,15-25K·13薪,某知名移动互联网公司,厦门,3-5年,本科,SQL,,,,五险一金 定期体检 年终奖 通讯补贴 交通补助 节日福利
物业数据统计（财务数据）,https://www.zhipin.com/job_detail/5e18c54e9765364a1X1639S6E1FZ.html?lid=4GkeEM6LGcU.search.96&securityId=1gJz1h0yU4UGb-P15MtiLAz3-aRJog9Qp4Imn3lSymAC5y2Pf9yS6xmIFkdIq4F-Bo4kRzJSc4e-2d-YwnKYTjrKZnJc04WaN6TWgUdzDeW9V0DA&sessionId=,5-10K·13薪,企鸣,厦门,经验不限,学历不限,年底双薪,未融资,20-99人,工程施工,补充医疗保险 加班补助 全勤奖 年终奖 节日福利
数据专员,https://www.zhipin.com/job_detail/9c62c424be277c571X142du0FVpR.html?lid=4GkeEM6LGcU.search.97&securityId=-BfBFvuzvekLu--1MJDkIG77zHmOMPQS31pH8vQmjZSVxmqol1XJmZGdA15jJP9ratgJ_VBBFCKiJBWLEVHHS3GccOgBxsU6p3PAW297YxZidtcygPHb&sessionId=,3-5K,古戈尔律师所,厦门,经验不限,大专,业务数据分析,未融资,20-99人,法律,生日福利
数据分析师,https://www.zhipin.com/job_detail/26cdc63f7fe55e1b1X182t26F1ZX.html?lid=4GkeEM6LGcU.search.98&securityId=VtApsB7T5dnBx-21RsfhDEeoji0ktdySHgzqiJz1-qoLhkPFC0BcT4SuS4n71F6YHtAW2gMgmi8s2o-cqJ4f4HCHx0G2UIydRjCGpePrLcY45_HZ6Zk~&sessionId=,8-13K,合春公司,厦门,1-3年,本科,数学/统计相关专业 数据分析/挖掘经验 经济/工商管理相关专业,,0-20人,食品/饮料/烟酒,
数据收集专员,https://www.zhipin.com/job_detail/410007ba586798811HR729S7ElRT.html?lid=4GkeEM6LGcU.search.99&securityId=pezafoPjNwmOe-q1HufLP02kUqQJ7FOZLK6Nikk06xmXf5IQnsR_nSWW12ZLuOmhY2zBMK1xkajSnbGylCDrChnyKiGGCfAzVW770aXP_jHBhaacUr8~&sessionId=,5-8K·13薪,百威中国,厦门,1年以内,本科,Excel BI SQL,已上市,10000人以上,食品/饮料/烟酒,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 免费班车 节日福利
数据分析经理,https://www.zhipin.com/job_detail/19f235687c7303591HR_2t25EVFZ.html?lid=4GkeEM6LGcU.search.100&securityId=nGQvSSPznZMbQ-Y1wbokxT5udHyw0w1ciP7ZcmjflZCkb0JdbWTiENhbF_WNM8RqZYjzlXBGjBo2a8knsYsPJ1_p4OWZhrQQub31B_QCZfnaPOyG7iI~&sessionId=,15-25K,某大型保险公司,厦门,经验不限,本科,SQL,,,,员工旅游 带薪年假 加班补助 底薪加提成 绩效奖金 五险一金
初级数据开发工程师,https://www.zhipin.com/job_detail/6aa33fb809958bf01Xdz2ty6FlZR.html?lid=4GkeEM6LGcU.search.101&securityId=TDNghD8cCtIPF-A19gjfbjBj5bN8VguLWe03_U3zN1ls0TqcBRWcr1y4t7agxwXdZLFlRx4EI30eVAhCejwj7qFMQhriPQWvh1CEu74BDmEd_vI~&sessionId=,8-10K,新意科技,厦门,1-3年,本科,Java Oracle DBA MySQL,不需要融资,500-999人,计算机软件,定期体检 年终奖 带薪年假 节日福利 六险一金
数据分析专员,https://www.zhipin.com/job_detail/21a52a29045b734c1Xx52NW4GVJR.html?lid=4GkeEM6LGcU.search.102&securityId=nRUkEgoSqzFC--z1NCglaomlv3o2mmdFk4htIhdXCm7O2rrJCB7Ocwr6odMOytAytrtYV5nRcT2ZeBuspix3nF3-I6JxTDM4L5LgJXO_tAmFI3I~&sessionId=,7-9K·14薪,九牧厨卫,厦门,3-5年,大专,Python SQL Power BI 数学/统计相关专业 数据分析/挖掘经验 电商/零售行业数据相关经验,不需要融资,10000人以上,工程施工,生日福利 节日福利 通讯补贴 包住 带薪年假 绩效奖金 年终奖 定期体检 意外险 补充医疗保险 五险一金
